NAME	TITLE	SCORE	
RBM48	RNA binding motif protein 48 [Source:HGNC Symbol;Acc:HGNC:21785]	-0.16822302	
LINC01228	long intergenic non-protein coding RNA 1228 [Source:HGNC Symbol;Acc:HGNC:49681]	-0.16823256	
PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]	-0.16823672	
SLC25A25-AS1	SLC25A25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27844]	-0.16824795	
INSC	INSC spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]	-0.16826594	
RNF166	ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]	-0.16826671	
SCN1A-AS1	SCN1A and SCN9A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54069]	-0.16829698	
TTLL12	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]	-0.16829889	
LOC283299	novel transcript, sense overlapping OR5P2, OR5P3 and OR5P1P	-0.1683659	
CABP4	calcium binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1386]	-0.16840397	
LINC01871	long intergenic non-protein coding RNA 1871 [Source:HGNC Symbol;Acc:HGNC:52690]	-0.16841917	
LINC00523	long intergenic non-protein coding RNA 523 [Source:HGNC Symbol;Acc:HGNC:20117]	-0.1684209	
MPHOSPH10	M-phase phosphoprotein 10 [Source:HGNC Symbol;Acc:HGNC:7213]	-0.1684321	
TRAJ27	T cell receptor alpha joining 27 [Source:HGNC Symbol;Acc:HGNC:12056]	-0.1684395	
BRCC3P1	BRCA1/BRCA2-containing complex subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51444]	-0.16857676	
RPL5P23	ribosomal protein L5 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36553]	-0.16867325	
ARSH	arylsulfatase family member H [Source:HGNC Symbol;Acc:HGNC:32488]	-0.16876875	
RPS27AP5	ribosomal protein S27a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36867]	-0.1687775	
MSRA-DT	MSRA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55400]	-0.16882797	
RPL21P135	ribosomal protein L21 pseudogene 135 [Source:HGNC Symbol;Acc:HGNC:44539]	-0.16883081	
RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]	-0.16884802	
MYO1A	myosin IA [Source:HGNC Symbol;Acc:HGNC:7595]	-0.16887428	
RRS1-DT	RRS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50465]	-0.16893724	
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]	-0.16916955	
DEF6	DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]	-0.16921414	
DCDC1	doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]	-0.16924702	
LINC02327	long intergenic non-protein coding RNA 2327 [Source:HGNC Symbol;Acc:HGNC:53247]	-0.16933146	
SF3B3	splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]	-0.1693435	
IGHV3-20	immunoglobulin heavy variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5585]	-0.16935104	
USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	-0.16935167	
ATP5F1E	ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]	-0.16936903	
BRWD1-IT1	BRWD1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41920]	-0.16940367	
TCP1P3	t-complex 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21630]	-0.16942832	
TLE2	TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]	-0.16947414	
LINC01445	long intergenic non-protein coding RNA 1445 [Source:HGNC Symbol;Acc:HGNC:50771]	-0.16956683	
CPXM2	carboxypeptidase X, M14 family member 2 [Source:HGNC Symbol;Acc:HGNC:26977]	-0.16961175	
HNRNPA1P25	heterogeneous nuclear ribonucleoprotein A1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:39543]	-0.16963287	
DCP1A	decapping mRNA 1A [Source:HGNC Symbol;Acc:HGNC:18714]	-0.16964073	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	-0.16965252	
RNU6-672P	RNA, U6 small nuclear 672, pseudogene [Source:HGNC Symbol;Acc:HGNC:47635]	-0.16965385	
INTS4	integrator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:25048]	-0.16967818	
C8orf33	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]	-0.16972026	
NT5DC1	5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]	-0.16973086	
LSG1	large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]	-0.16974545	
CROCCP1	CROCC pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33602]	-0.16984102	
COG5	component of oligomeric golgi complex 5 [Source:HGNC Symbol;Acc:HGNC:14857]	-0.16984525	
EIF4BP7	eukaryotic translation initiation factor 4B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37940]	-0.1698973	
OR56A4	olfactory receptor family 56 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14791]	-0.1699676	
CERK	ceramide kinase [Source:HGNC Symbol;Acc:HGNC:19256]	-0.17002836	
RNU4-13P	RNA, U4 small nuclear 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:46949]	-0.17005277	
RNU6-646P	RNA, U6 small nuclear 646, pseudogene [Source:HGNC Symbol;Acc:HGNC:47609]	-0.17007767	
CCDC7	coiled-coil domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26533]	-0.17008431	
ARLNC1	androgen receptor regulated long noncoding RNA 1 [Source:HGNC Symbol;Acc:HGNC:53032]	-0.17009623	
EOLA1-DT	EOLA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44265]	-0.17013761	
EPB41L4A-DT	EPB41L4A divergent transcript [Source:HGNC Symbol;Acc:HGNC:25643]	-0.17017783	
CENPJ	centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]	-0.17018214	
SHANK2-AS1	SHANK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40014]	-0.17018591	
RPL15P20	ribosomal protein L15 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36130]	-0.17021349	
WAC	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]	-0.17026739	
IGHM	immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541]	-0.17033534	
SAP130	Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]	-0.17033882	
PARP4P2	poly(ADP-ribose) polymerase family member 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37760]	-0.1703417	
ZNF579	zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]	-0.17034209	
NEK2	NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]	-0.1703688	
JMJD1C-AS1	JMJD1C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28222]	-0.17039667	
ERGIC2	ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]	-0.1704085	
DIP2A	disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]	-0.17041264	
LINC02280	long intergenic non-protein coding RNA 2280 [Source:HGNC Symbol;Acc:HGNC:53196]	-0.17041947	
MIR4280HG	MIR4280 host gene [Source:HGNC Symbol;Acc:HGNC:54975]	-0.17042156	
HMGN1P18	high mobility group nucleosome binding domain 1 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:39362]	-0.17044307	
NELFA	negative elongation factor complex member A [Source:HGNC Symbol;Acc:HGNC:12768]	-0.17048748	
RN7SL4P	RNA, 7SL, cytoplasmic 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:10039]	-0.1705263	
LASTR	lncRNA associated with SART3 regulation of splicing [Source:HGNC Symbol;Acc:HGNC:54143]	-0.17055908	
ODF2	outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]	-0.170589	
RAP1B	RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]	-0.17064245	
ENSG00000212445		-0.17064904	
SYNM-AS2	SYNM antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56228]	-0.17065075	
NOB1	NIN1 (RPN12) binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]	-0.1706676	
CDC42-IT1	CDC42 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41317]	-0.17068377	
LINC01772	long intergenic non-protein coding RNA 1772 [Source:HGNC Symbol;Acc:HGNC:52562]	-0.1706932	
TCF23	transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]	-0.1707279	
MYBPH	myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]	-0.17076175	
SNORD14E	small nucleolar RNA, C/D box 14E [Source:HGNC Symbol;Acc:HGNC:30354]	-0.1708384	
P2RX5-TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49191]	-0.17085853	
PLPBP	pyridoxal phosphate binding protein [Source:HGNC Symbol;Acc:HGNC:9457]	-0.17094177	
FAM3B	FAM3 metabolism regulating signaling molecule B [Source:HGNC Symbol;Acc:HGNC:1253]	-0.17099242	
CYP4F35P	cytochrome P450 family 4 subfamily F member 35, pseudogene [Source:HGNC Symbol;Acc:HGNC:39954]	-0.1710061	
H2AZ2-DT	H2AZ2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:52775]	-0.17102313	
RN7SL614P	RNA, 7SL, cytoplasmic 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:46630]	-0.1710679	
PNO1	partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]	-0.17113762	
DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	-0.17121182	
ZNF317	zinc finger protein 317 [Source:HGNC Symbol;Acc:HGNC:13507]	-0.1712208	
TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	-0.17126882	
ATF7	activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]	-0.17127481	
MIR122HG	MIR122 host gene [Source:HGNC Symbol;Acc:HGNC:53821]	-0.17128032	
RARB	retinoic acid receptor beta [Source:HGNC Symbol;Acc:HGNC:9865]	-0.17133035	
RADX	RPA1 related single stranded DNA binding protein, X-linked [Source:HGNC Symbol;Acc:HGNC:25486]	-0.17137352	
COMP	cartilage oligomeric matrix protein [Source:HGNC Symbol;Acc:HGNC:2227]	-0.17137873	
MTMR9	myotubularin related protein 9 [Source:HGNC Symbol;Acc:HGNC:14596]	-0.17141537	
ZBTB40	zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]	-0.17141701	
OMP	olfactory marker protein [Source:HGNC Symbol;Acc:HGNC:8136]	-0.17149018	
TRIM32	tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]	-0.17152561	
BEND5	BEN domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25668]	-0.17152873	
VIT	vitrin [Source:HGNC Symbol;Acc:HGNC:12697]	-0.17161004	
KRT10	keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413]	-0.17165475	
TCEAL4	transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]	-0.1716975	
RASAL3	RAS protein activator like 3 [Source:HGNC Symbol;Acc:HGNC:26129]	-0.17173806	
UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:34399]	-0.17177822	
ENSG00000288743	novel transcript	-0.17178857	
ATG4C	autophagy related 4C cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16040]	-0.17183682	
ELMO1	engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]	-0.17190465	
CCDC146	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]	-0.1719297	
ENSG00000289456	novel transcript	-0.17193358	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	-0.17196925	
BICRA	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]	-0.17203976	
CBLL1-AS1	CBLL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55571]	-0.1720447	
FLYWCH2	FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]	-0.17205025	
LINC01804	long intergenic non-protein coding RNA 1804 [Source:HGNC Symbol;Acc:HGNC:52596]	-0.17206563	
MTCL1	microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]	-0.17209986	
GPR173	G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]	-0.17212036	
SETSIP	SET like protein [Source:HGNC Symbol;Acc:HGNC:42937]	-0.17212386	
PCNX1	pecanex 1 [Source:HGNC Symbol;Acc:HGNC:19740]	-0.17214288	
CCDC18-AS1	CCDC18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52262]	-0.17214614	
C4orf50	chromosome 4 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:33766]	-0.17218018	
LINC02701	long intergenic non-protein coding RNA 2701 [Source:HGNC Symbol;Acc:HGNC:54216]	-0.17223683	
LINC02939	long intergenic non-protein coding RNA 2939 [Source:HGNC Symbol;Acc:HGNC:55954]	-0.17225625	
SDK2	sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308]	-0.17230368	
TCL6	T cell leukemia/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:13463]	-0.17233217	
C6orf47-AS1	C6orf47 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39767]	-0.17235632	
LINC01670	long intergenic non-protein coding RNA 1670 [Source:HGNC Symbol;Acc:HGNC:52458]	-0.17238255	
SLC7A14-AS1	SLC7A14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54092]	-0.17238337	
SBF1	SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542]	-0.17241427	
COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:HGNC:18620]	-0.17242987	
PGAP2	post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]	-0.17243902	
POLRMT	RNA polymerase mitochondrial [Source:HGNC Symbol;Acc:HGNC:9200]	-0.17244104	
AMIGO1	adhesion molecule with Ig like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824]	-0.17245686	
SPATA9	spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]	-0.17248812	
RBM34	RNA binding motif protein 34 [Source:HGNC Symbol;Acc:HGNC:28965]	-0.17249304	
CNOT1	CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]	-0.17255458	
RPL5P13	ribosomal protein L5 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37023]	-0.17263837	
GEMIN5	gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043]	-0.17266904	
IFNAR1	interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]	-0.1726748	
AGBL3	AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]	-0.17283095	
TAS1R3	taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]	-0.17291458	
CCDC15-DT	CCDC15 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54193]	-0.17294867	
MAP3K1	mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]	-0.1729684	
TRAIP	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	-0.17298038	
BMPR1A	bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]	-0.17300172	
INAVA	innate immunity activator [Source:HGNC Symbol;Acc:HGNC:25599]	-0.17309384	
FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	-0.17310064	
NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]	-0.17319296	
C1orf50	chromosome 1 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:28795]	-0.17321147	
ENSG00000287346	novel transcript	-0.17327039	
TBC1D22A-DT	TBC1D22A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55388]	-0.17327227	
PCGF1	polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]	-0.1733167	
BANF1P2	BANF1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23426]	-0.17332938	
GPC5-IT1	GPC5 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41340]	-0.17335378	
PTPRK	protein tyrosine phosphatase receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]	-0.17337456	
LINC01478	long intergenic non-protein coding RNA 1478 [Source:HGNC Symbol;Acc:HGNC:51121]	-0.17341027	
KMT2B	lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]	-0.17341247	
TAF5	TATA-box binding protein associated factor 5 [Source:HGNC Symbol;Acc:HGNC:11539]	-0.17341657	
ZNF578	zinc finger protein 578 [Source:HGNC Symbol;Acc:HGNC:26449]	-0.1734298	
ULBP2	UL16 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14894]	-0.17343633	
RNF144A	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	-0.17348514	
SNX18P8	sorting nexin 18 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39616]	-0.17350721	
LINC02798	long intergenic non-protein coding RNA 2798 [Source:HGNC Symbol;Acc:HGNC:54323]	-0.17351782	
NOP14	NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821]	-0.17353763	
PTX4	pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171]	-0.17358495	
PAN3	poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991]	-0.1735987	
TASOR	transcription activation suppressor [Source:HGNC Symbol;Acc:HGNC:30314]	-0.1736314	
LIN28AP1	LIN28A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38055]	-0.17370081	
LINC02421	long intergenic non-protein coding RNA 2421 [Source:HGNC Symbol;Acc:HGNC:53351]	-0.1737041	
PRSS40A	serine protease 40A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37319]	-0.17376961	
MPLKIP	M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002]	-0.17380422	
SAMM50	SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]	-0.17381614	
OCA2	OCA2 melanosomal transmembrane protein [Source:HGNC Symbol;Acc:HGNC:8101]	-0.17382337	
RPL23AP74	ribosomal protein L23a pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:36148]	-0.1738858	
COLCA1	colorectal cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:33789]	-0.17391983	
AIFM2	apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]	-0.17400944	
CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2624]	-0.17401214	
TAS2R5	taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]	-0.17402108	
ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	-0.17411324	
MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]	-0.17412546	
TPBGL-AS1	TPBGL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55506]	-0.17413318	
FAM221B	family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]	-0.17415002	
PLEKHO2	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]	-0.17421629	
COL24A1	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]	-0.17423856	
EPPK1	epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]	-0.17429882	
USP33	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	-0.17431445	
SCFD2	sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]	-0.17432895	
TMEM201	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]	-0.17435847	
PCNPP3	PEST containing nuclear protein pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:41975]	-0.17436434	
UTP20	UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]	-0.17437527	
PPP4R2P5	PPP4R2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:56517]	-0.17438318	
BRD1	bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]	-0.17438975	
COL9A3	collagen type IX alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2219]	-0.17440672	
VPS26BP1	VPS26B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44612]	-0.17446642	
RCCD1	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]	-0.17447023	
ZDHHC24	zinc finger DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387]	-0.17450972	
WDR44	WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]	-0.17452453	
DBR1	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]	-0.17453216	
ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]	-0.17455465	
FAM229B	family with sequence similarity 229 member B [Source:HGNC Symbol;Acc:HGNC:33858]	-0.1745603	
ZNF561-AS1	ZNF561 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27613]	-0.1745759	
ZKSCAN7	zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]	-0.1745957	
RN7SL681P	RNA, 7SL, cytoplasmic 681, pseudogene [Source:HGNC Symbol;Acc:HGNC:46697]	-0.1746108	
CTDP1-DT	CTDP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:26370]	-0.1747031	
NOVA2	NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887]	-0.17470773	
OR10A2	olfactory receptor family 10 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8161]	-0.17478344	
ST3GAL6-AS1	ST3GAL6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40828]	-0.17479385	
NBL1	NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	-0.17479894	
UBLCP1	ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]	-0.17481928	
ZNF436	zinc finger protein 436 [Source:HGNC Symbol;Acc:HGNC:20814]	-0.1748534	
ABCD4	ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]	-0.1749136	
MIR558	microRNA 558 [Source:HGNC Symbol;Acc:HGNC:32814]	-0.17492421	
MIS18BP1	MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]	-0.1749739	
XPC	XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]	-0.17498438	
EDIL3-DT	EDIL3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40204]	-0.17504336	
TNFRSF10A	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]	-0.1751461	
TRGV10	T cell receptor gamma variable 10 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12285]	-0.17515956	
UBQLN2	ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]	-0.1751818	
POLR1A	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	-0.17520623	
CDK5R1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]	-0.17520823	
SDC1	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	-0.17521001	
SNORD116-8	small nucleolar RNA, C/D box 116-8 [Source:HGNC Symbol;Acc:HGNC:33074]	-0.17524998	
LIPF	lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]	-0.1752533	
RNF2	ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]	-0.17526132	
RNU2-59P	RNA, U2 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:HGNC:48552]	-0.1752968	
ZNF526	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]	-0.17530082	
BMAL2	basic helix-loop-helix ARNT like 2 [Source:HGNC Symbol;Acc:HGNC:18984]	-0.1753094	
ENSG00000289355	novel transcript	-0.17533977	
ANO9	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	-0.17535105	
SAXO1	stabilizer of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:28566]	-0.17536086	
CCDC57	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]	-0.17536823	
KCNK9	potassium two pore domain channel subfamily K member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	-0.17537148	
HBBP1	hemoglobin subunit beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4828]	-0.17537458	
CNTN4	contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]	-0.17538808	
MOG	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	-0.17539082	
RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]	-0.17540069	
LINC02598	long intergenic non-protein coding RNA 2598 [Source:HGNC Symbol;Acc:HGNC:53954]	-0.17540818	
SEC61A2	SEC61 translocon subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:17702]	-0.17550339	
ASB16-AS1	ASB16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25442]	-0.17551225	
LINC02390	long intergenic non-protein coding RNA 2390 [Source:HGNC Symbol;Acc:HGNC:53317]	-0.17555366	
BSPRY	B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232]	-0.17557988	
LINC02450	long intergenic non-protein coding RNA 2450 [Source:HGNC Symbol;Acc:HGNC:53382]	-0.17558895	
LINC01126	long intergenic non-protein coding RNA 1126 [Source:HGNC Symbol;Acc:HGNC:49275]	-0.17573321	
SELENOP	selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]	-0.17579018	
RN7SL749P	RNA, 7SL, cytoplasmic 749, pseudogene [Source:HGNC Symbol;Acc:HGNC:46765]	-0.17579852	
C19orf12	chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]	-0.17580615	
RPS27P16	ribosomal protein S27 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36560]	-0.17585304	
MAP7-AS1	MAP7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56045]	-0.17588793	
USP51	ubiquitin specific peptidase 51 [Source:HGNC Symbol;Acc:HGNC:23086]	-0.17591444	
